"Term_ID
[ENGLISH]



Data Type
Integer","Term
[OPERATING LANGUAGE]



Data Type
Character String","Term_Abbreviation
[OPERATING LANGUAGE]


Data Type
Character String

Note - Only if an accepted abbreviation exists","Country code
[ENGLISH]



Data Type
Character String

Note - Only when identifying a national term equivalent","Definition
[OPERATING LANGUAGE]



Data Type
Character String","Term
[OPERATING LANGUAGE - ALTERNATIVE CHARACTER SET]

Data Type
Character String

Note - This field contains the term 
in the operating language but using 
an alternative character set 
(For example, terms written in Korean 
but with Chinese characters). 
Its use is optional. ","Term in English
[ENGLISH]



Data Type
Character String","Entry Status
[OPERATING LANGUAGE]



Data Type
Must be one of 
'notValid'
'valid'
'superseded'
'retired'.","Term Clasification
[OPERATING LANGUAGE]


Data Type
Character String
Must be one of the following
'preferred'
'admitted'
'deprecated'","Review Indicator
[OPERATING LANGUAGE]



Data Type
Character String
Values = empty field or 'Under Review 
in Source Standard')","Authoritative Source
[ENGLISH]


Data Type
Character String","Similarity to Authoritative Source
[ENGLISH]


Data Type
Integer
Must be one of the 
following codes
'identical' = 1
'restyled' = 2
'context added' = 3
'generalisation' = 4
'specialisation' = 5
'unspecified' = 6","Lineage Source
[OPERATING LANGUAGE]


Data Type
Character String","Similarity to Lineage Source
[OPERATING LANGUAGE]

Data Type
Integer
Must be one of the 
following codes
'identical' = 1
'restyled' = 2
'context added' = 3
'generalisation' = 4
'specialisation' = 5
'unspecified' = 6
","Term Synonyms
[OPERATING LANGUAGE]


Data Type
Character String","Date Accepted
[ENGLISH]


Data Type
Date
yyyy-mm-dd","Date Amended
[ENGLISH]


Data Type
Date
yyyy-mm-dd","Review
Date
[ENGLISH]


Data Type
Date
yyyy-mm-dd","Review Status
[OPERATING LANGUAGE]


Data Type
Character String
Must be one of 
'pending'
'tentative'
'final'","Review Type
[OPERATING LANGUAGE]


Data Type
Character String
Must be one of
'supersession', 
'retirement'","Review
Decision
[OPERATING LANGUAGE]

Data Type
Character String
Must be one of
'withdrawn', 
'accepted'
'notAccepted'","Review Decision
Date
[OPERATING LANGUAGE]

Data Type
Date
yyyy-mm-dd","Review Decision
Event
[OPERATING LANGUAGE]

Data Type
Character String","Review Decision
Notes
[OPERATING LANGUAGE]

Data Type
Character String
","Example_1
[OPERATING LANGUAGE]



Data Type
Character String","Note_1
[OPERATING LANGUAGE]



Data Type
Character String","Example_2
[OPERATING LANGUAGE]



Data Type
Character String","Note_2
[OPERATING LANGUAGE]



Data Type
Character String","Example_3
[OPERATING LANGUAGE]



Data Type
Character String","Note_3
[OPERATING LANGUAGE]



Data Type
Character String","Example_4
[OPERATING LANGUAGE]



Data Type
Character String","Note_4
[OPERATING LANGUAGE]



Data Type
Character String","Example_5
[OPERATING LANGUAGE]



Data Type
Character String","Note_5
[OPERATING LANGUAGE]



Data Type
Character String","Example_6
[OPERATING LANGUAGE]



Data Type
Character String","Note_6
[OPERATING LANGUAGE]



Data Type
Character String","Example_7
[OPERATING LANGUAGE]



Data Type
Character String","Note_7
[OPERATING LANGUAGE]



Data Type
Character String","Example_8
[OPERATING LANGUAGE]



Data Type
Character String","Note_8
[OPERATING LANGUAGE]



Data Type
Character String","Glossary
Release
[ENGLISH]


Data Type
Integer
Must be one of the following codes
'release1' = 1
'release1_retired' = -1
'release2' = 2
'release2_retired' = -2
etc
"
190,함수,,,"한 개 영역(소스 또는 함수의 영역)에서 각각의 요소를 다른 영역(대상, 공동영역 또는 범위)의 유일한 요소로 연관시키는 규칙",,function,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
191,함수 언어,,,피처 연산을 기술하는데 사용되는 언어 ,,functional language,valid,preferred,,ISO 19110:2005,1,KS X ISO 19110,,,2009-12-30,,,,,,,,,,비고: 함수 언어에서 피처 유형은 추상 데이터 유형으로 표현될 수 있다. ,,,,,,,,,,,,,,,
192,사실상 표준,,,국제적 데이터 생산자나 데이터 사용자 커뮤니티가 현재 사용하고 있는 지리 정보 표준,,functional standard,valid,preferred,,"ISO 19101-1:2014, 4.1.17",1,ISO 19101:2002,1,,2008-12-30,,2010-10-12,final,,accepted,2014/11/01,Publication of ISO 19101-1:2014,Authoritative reference changed from ISO 19101:2002 to ISO 19101-1:2014. Lineage source added as ISO 19101:2002.,,"비고: GDF, S-57, DIGEST가 사실상 표준의 보기이다.  ",,,,,,,,,,,,,,,1
193,지명 색인,,,위치에 대한 정보를  담고 있는 클래스 또는 피처 클래스 인스턴스의 사전 ,,gazetteer,valid,preferred,,ISO 19112:2003,1,KS X ISO 19112,,,2009-12-29,,,,,,,,,,비고: 위치 정보에는 좌표뿐만 아니라 위치에 대한 간접적인 서술 또한 포함된다.,,,,,,,,,,,,,,,
726,일반화 <UML>,,,"구성 항목의 상속을 표시하는 기법으로, 하나의 구성 요소가 보다 일반화되며 다른 구성 요소는 보다 세분화됨을 표시하는 관계",,generalization <UML>,valid,preferred,Being considered for supersession in revision of ISO/TS 19103:2005 (ISO/DIS 19103:2013),ISO/IEC 19501,2,"ISO/TS 19103:2005 ,4.2.13",1,,2009-12-29,,2009-08-31,pending,supersession,,,,,,비고: 보다 일반적인 요소가 허용되는 곳에 보다 상세 요소의 인스턴스를 사용할 수 있다. 상속을 참조하라.,,,,,,,,,,,,,,,1
195,지오코딩,,,위치의 한 형태를 다른 형태로 변환 ,,geocoding,valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,,2006-12-01,,,,,,,,,,"비고: 일반적으로 지오코딩은 ""주소""나 ""교차로""와 같은 ""간접 위치""를 ""직접 위치""로 변환하는 것을 지칭한다. 다수의 서비스 제공자는 자신들의 지오코더에 ""역(逆) 지오코딩"" 인터페이스를 포함하고 있으며, 이로 인해 일반적인 위치 변환 서비스의 정의가 확장되었다. 라우팅 서비스는 일반적으로 내부의 위치 부호화를 사용하기 때문에 지오코더는 필수 요소 중 하나이다. ",,,,,,,,,,,,,,,
707,측지 좌표 참조 체계,,,측지 원점을 바탕으로하는 좌표 참조 체계,,geodetic coordinate reference system,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
196,측지 좌표계,,,측지 위도 및 측지 경도(3차원의 경우는 타원체고)에 의해서 위치를 기술하는 좌표 체계,,geodetic coordinate system,valid,admitted,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
708,측지 원점,,,지구에 대한 2차원 또는 3차원 좌표 체계의 관계를 기술하는 데이텀,,geodetic datum,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,측지 데이텀,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
199,측지 표고,h,,타원체에서 임의의 한 점까지 법선을 따라 측정된 거리. 타원체에서 위쪽 방향 또는 타원체 외부이면 양의 값을 갖는다. ,,geodetic height,valid,admitted,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,"비고: 3차원 타원체 좌표계의 일부로 사용되며, 독립적으로 사용되지 않는다.",,,,,,,,,,,,,,,
200,측지 위도,j,,"적도면과 주어진 점을 통과하는 타원체 법선이 이루는 각도(?)로써, 북으로 향하는 것을 정(+)으로 함 ",,geodetic latitude,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
201,측지 경도,l,,본초 자오선과 주어진 점의 자오선이 이루는 각도(λ)로써 동으로 향하는 것을 정(+)으로 함,,geodetic longitude,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
202,지리 데이터,,,지표상의 위치를 묵시적 또는 명시적으로 참조하는 데이터,,geographic data,valid,preferred,,ISO 19109:2005,1,KS X ISO 19109,,,2006-05-01,,,,,,,,,,비고: 지리 정보 또한 지표상의 위치에 묵시적 또는 명시적으로 관련하는 현상에 대한 정보를 의미하는 용어로 사용된다. ,,,,,,,,,,,,,,,
203,지리 피처,,,지구상의 위치와 연관된 실세계 현상의 표현,,geographic feature,valid,preferred,,ISO 19125-2:2004,1,KS X ISO 19125-2,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
204,지리 식별자,,,위치 식별을 위한 코드나 라벨 형식의 공간 참조,,geographic identifier,valid,preferred,,ISO 19112:2003,1,KS X ISO 19112,,,2009-12-29,,,,,,,,,"보기: ""스페인""은 나라 이름의 예이며, ""SW1P 3AD""는 우편 번호의 예이다.",,,,,,,,,,,,,,,,
205,지리 정보,,,지구상의 위치와 직접적 또는 간접적으로 관련된 현상에 대한 정보,,geographic information,valid,preferred,,"ISO 19101-1:2014, 4.1.18",1,ISO 19101:2002,1,,2008-12-30,,2010-10-12,final,,accepted,2014/11/01,Publication of ISO 19101-1:2014,Authoritative reference changed from ISO 19101:2002 to ISO 19101-1:2014. Lineage source added as ISO 19101:2002.,,,,,,,,,,,,,,,,,1
206,지리 정보 서비스,,,"사용자에게 지리 정보를 변형, 관리, 제공해 주는 서비스",,geographic information service,valid,preferred,,"ISO 19101-1:2014, 4.1.19",1,ISO 19101:2002,1,,2008-12-30,,2010-10-12,final,,accepted,2014/11/01,Publication of ISO 19101-1:2014,Authoritative reference changed from ISO 19101:2002 to ISO 19101-1:2014. Lineage source added as ISO 19101:2002.,,,,,,,,,,,,,,,,,1
207,지리 정보 시스템,,,지구상의 위치와 관련된 현상 정보를 다루는 정보 시스템,,geographic information system,valid,preferred,,"ISO 19101-1:2014, 4.1.20",1,ISO 19101:2002,1,,2008-12-30,,2010-10-12,final,,accepted,2014/11/01,Publication of ISO 19101-1:2014,Authoritative reference changed from ISO 19101:2002 to ISO 19101-1:2014. Lineage source added as ISO 19101:2002.,,,,,,,,,,,,,,,,,1
764,지오이드,,,"어디에서나 중력 방향에 수직이며, 국지적 또는 전지구적으로 평균 해수면에 가장 근접하는 지구 중력 등위 표면",,geoid,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
210,기하 집합체,,,내부 구조를 갖지 않는 기하 객체들의 모음,,geometric aggregate,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,비고: 요소들 간의 공간 관계에 관해 어떠한 가정도 불가능하다.,,,,,,,,,,,,,,,
211,기하 경계,,,보다 낮은 기하 차원의 기하 원시 객체 집합으로 기하 객체의 범위를 표현하는 경계,,geometric boundary,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
212,기하 복합체,,,각 기하 원시 객체의 경계가 동일한 집합 내에서 더 낮은 차원의 기하 원시 객체의 합집합으로 표현될 수 있는 기하 원시 객체들의 집합,,geometric complex,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,"비고: 직접 위치가 하나의 기하 원시 객체보다 더 내부에 있지 않다는 의미에서, 집합 내의 기하 원시 객체는 분리되어 있다. 집합은 경계 연산에서 폐합되어 있으며 이는 기하 복합체의 각 요소들에 대해 이들의 경계를 표현하는 기하 원시 객체 집합(또한 기하 복합체)이 존재하는 것을 의미한다. 점(기하에서 유일하게 0차원을 갖는 원시 객체 유형)의 경계는 비어 있다는 사실을 상기하라. 따라서 만약 최대 차원의 기하 원시 객체가 입방체(3차원)라면, 이 정의에서 경계 연산자의 합성은 최대 세 단계로 종결된다. 이는 순환 경계를 갖는 모든 객체에 대해서 동일하다.",,,,,,,,,,,,,,,
213,기하 차원,,,기하 집합에서 각각의 직접 위치가 그 부분 집합 내부의 위치와 연관될 수 있는 최대의 수. 유클리드 n 공간의 Rn과 유사함,,geometric dimension,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,"비고: 곡선은 실선의 연속적 모양이기 때문에 기하차원이 1이다. 표면은 R2에 전부 매핑될 수 없으나, 각 점의 위치 주위에 R2내의 단위 원의 내부와 유사한(연속함수를 사용) 작은 인접군을 발견할 수 있어 2차원이다. 본 표준에서 대부분의 표면 조각(GM_SurfacePatch의 인스턴스)은 정의된 보간 메커니즘에 따라 R2의 부분에 매핑된다.",,,,,,,,,,,,,,,
214,기하 객체,,,기하 집합을 표현하는 공간 객체,,geometric object,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,"비고: 기하 객체는 하나의 개체로 취급되는 기하 원시 객체, 기하 원시 객체 집합, 기하 복합체로 구성된다. 기하 객체는 피처 또는 피처의 중요한 부분과 같은 객체의 공간적 표현이라 할 수 있다.",,,,,,,,,,,,,,,
215,기하 원시 객체,,,"단일의, 연결된, 동종의 공간 요소를 나타내는 기하 객체",,geometric primitive,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,"비고: 기하 원시 객체는 기하 구성에 관한 정보를 나타내는 분해가 불가능한 객체이다. 기하 원시 객체는 점, 곡선, 표면, 입방체를 포함한다.",,,,,,,,,,,,,,,
216,기하 실현,,,위상 복합체를 구성하는 위상 원시 객체와 일 대 일의 대응 관계가 있는 기하 원시 객체로 구성되는 기하 복합체. 이 경우 두 복합체 간의 경계가 일치함 ,,geometric realization,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,비고: 이러한 실현에 있어 위상 원시 객체는 대응하는 기하 원시 객체의 내부를 표현하는 것으로 간주된다. 합성체는 폐합되어 있다.,,,,,,,,,,,,,,,
217,기하 집합,,,직접 위치의 집합,,geometric set,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,비고: 대부분의 경우에서 집합은 무한 집합이다.,,,,,,,,,,,,,,,
219,기하 특성 <GML>,,,지리 피처의 기하 현상을 기술하는 GML 피처의 특성,,geometry property <GML>,valid,preferred,,ISO 19136:2007,1,KS X ISO 19136,,,2009-12-29,,,,,,,,,,비고: 기하 특성 명칭은 피처에 관한 기하의 역할이다.,,,,,,,,,,,,,,,
757,기하 값 객체,,,기하 값 쌍의 집합으로 구성된 객체,,geometry value object,valid,preferred,,ISO 19123:2005,1,KS X ISO 19123,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
758,기하 값 쌍,,,"공간 객체, 시간 객체, 시공간 객체 및 피처 속성 값의 레코드로 구성된 일련의 값 쌍 ",,geometry value pair,valid,preferred,,ISO 19123:2005,1,KS X ISO 19123,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
906,GML 응용 스키마,,,표준이 기술하는 규칙에 따라 XML 스키마로 기술된 응용 스키마,,GML application schema,valid,preferred,,ISO 19136:2007,1,KS X ISO 19136,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
824,GML 문서,,,"GML 스키마에 정의된 AbstractFeature, Dicitionary, TopoComplex 등 중 하나의 기본 요소 또는 이들을 대체할 수 있는 요소를 갖는 XML 문서",,GML document,valid,preferred,,ISO 19136:2007,1,KS X ISO 19136,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
825,GML 프로파일,,,GML 스키마의 부분 집합,,GML profile,valid,preferred,,ISO 19136:2007,1,KS X ISO 19136,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
826,GML 스키마,,,"XML 이름 공간으로 표준에 기술된 ""http://www.opengis.net/gml/3.2""를 사용하는 스키마 컴포넌트",,GML schema,valid,preferred,,ISO 19136:2007,1,KS X ISO 19136,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
756,그래프,,,변에 의해 결합된 절점의 집합,,graph,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,"비고: 지리 정보 시스템에서, 그래프는 두 개 절점을 연결하는 하나 이상의 변과, 두 개의 끝점이 같은 절점으로 된 변으로 구성될 수 있다. ",,,,,,,,,,,,,,,
755,그래픽 언어,,,그래픽 기호를 통해 문법을 표현하는 언어,,graphical language,valid,preferred,,"ISO 19101-1:2014, 4.1.21",1,ISO 19101:2002,1,,2008-12-30,,2010-10-12,final,,accepted,2014/11/01,Publication of ISO 19101-1:2014,Authoritative reference changed from ISO 19101:2002 to ISO 19101-1:2014. Lineage source added as ISO 19101:2002.,,,,,,,,,,,,,,,,,1
218,중력 높이,H,,지구의 중력에 영향을 받는 높이,,gravity-related height,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,비고: 특히 평균 해수면 위쪽 방향에 위치하는 한 점까지의 거리에 대한 근사값인 정사 표고나 정규 표고를 말한다. ,,,,,,,,,,,,,,,
220,그레고리안 달력,,,"율리우스력(曆)에 비하여 회귀 연도에 보다 근사하게 윤년을 정의하는, 1582년에 최초로 도입된 범용달력",,Gregorian calendar,valid,preferred,,ISO 8601:2000 (Adapted from),2,KS X ISO 19108,,,2007-11-01,,,,,,,,,,비고: 그레고리안 달력은 율리우스력의 누적된 오차를 보정하기 위해 도입되었다. 그레고리안 달력에서는 대개 1년은 365일을 가지고 윤년은 366일을 가지며 12개의 연속적인 달로 나뉜다.,,,,,,,,,,,,,,,
221,격자,,,알고리듬적으로 각 집합의 원소가 다른 집합의 원소와 교차하는 둘 이상의 곡선 집합으로 구성된 네트워크,,grid,valid,preferred,,ISO 19123:2005,1,KS X ISO 19123,,그리드,2007-11-01,,,,,,,,,,비고: 곡선은 공간을 격자 셀로 분할한다.,,,,,,,,,,,,,,,
223,격자 점,,,격자에서 두 개 이상 곡선의 교차점에 위치하는 점,,grid point,valid,preferred,,ISO 19123:2005,1,KS X ISO 19123,,그리드 점,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
614,높이,h; H,,선택된 기준면으로부터 기준면 위쪽에 위치한 한 점까지의 수직 거리,,height,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,비고: 기준면 아래의 높이(깊이)는 음의 값이다. ,,,,,,,,,,,,,,,
859,계층적 등록물,,,"주 등록물과 하위 등록물 집합으로 구성되어 있는, 등록물 항목의 영역에 대한 등록물의 구조화된 집합 ",,hierarchical register,valid,preferred,,ISO 19135:2005,1,KS X ISO 19135,,계층적 레지스터,2009-12-29,,,,,,,,,보기: 'KS X ISO 6523'의 식별 구조는 계층적 등록물과 연관된다. 주 등록물은 기관 식별자 스키마를 포함하고 각 하위 등록물은 단일 기관식별자 스키마를 따르는 기관 식별자 집합을 포함한다.,,,,,,,,,,,,,,,,
228,준동형,,,"하나의 영역이 다른 영역의 구조 보존 함수를 가지고 있는, 두 영역(예: 두 복합체) 간의 관계",,homomorphism,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,"비고: 준동형은 역함수를 필요로 하지 않는다는 점에서 동형과 다르다. 동형에는 본질적으로 서로 역함수 관계에 있는 두 준동형이 있다. 연속 함수가 ""위상 특징""을 보존하기 때문에, 연속 함수는 위상 준동형이다. 위상 복합체를 그의 기하 실현에 매핑하는 것은 경계의 개념을 보존한다. 따라서 준동형이다.",,,,,,,,,,,,,,,
667,식별 특성,,,자체 상태와 무관하게 객체 식별에 충분한 데이터 ,,identity,valid,preferred,,ISO 19132:2007,1,KS X ISO 19132,,,2009-12-29,,,,,,,,,,"비고: 불변하는 객체의 키 속성 값을 일반적으로 식별 특성이라 한다. 이는 시간적으로 불변하고 유일하기 때문에 어떤 상태에서도 동일하며, 타임 스탬프에 무관하게 객체에 결합될 수 있다. 이동 객체의 식별 특성은 시간과 위치 모두에 무관하다.",,,,,,,,,,,,,,,
709,영상 좌표 참조 체계,,,영상 데이텀을 바탕으로하는 좌표 참조 체계,,image coordinate reference system,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
710,영상 데이텀,,,영상과 좌표 체계의 관계를 정의하는 공학 데이텀,,image datum,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
235,구현,,,사양의 실현,,implementation,valid,preferred,,ISO 19105:2000,1,KS X ISO 19105,,,2007-06-29,,,,,,,,,,"비고: 지리 정보 표준과 관련, 구현은 지리 정보 서비스 및 데이터셋 사양을 포함한다.",,,,,,,,,,,,,,,
236,구현 적합성 기술서,ICS,,사양에 규정된 요구 조건에 대한 구현 선택 사항을 기술한 문서,,Implementation Conformance Statement,valid,preferred,,ISO 19105:2000,1,KS X ISO 19105,,,2007-06-29,,,,,,,,,,,,,,,,,,,,,,,,,
237,시험용 구현 부가 정보,IXIT,,시험소가 해당 IUT에 대해 적절한 시험 스위트를 수행할 수 있도록 IUT 및 이에 대응하는 SUT에 관련된 모든 정보를 포함하는 문서,,Implementation eXtra Information for Testing,valid,preferred,,ISO 19105:2000,1,KS X ISO 19105,,,2007-06-29,,,,,,,,,,비고: 일반적으로 IXIT는 SUT에 대한 수정 및 접근 방법과 SUT에서 개념의 구성 및 저장에 관한 세부사항을 제공한다.,,,,,,,,,,,,,,,
238,판정 보류,,,통과 또는 실패로 판정할 수 없는 경우의 시험 판정 ,,inconclusive verdict,valid,preferred,,ISO 19105:2000,1,KS X ISO 19105,,,2007-06-29,,,,,,,,,,,,,,,,,,,,,,,,,
239,간접 평가 방법,,,외부 지식을 바탕으로 데이터셋의 품질을 평가하는 방법,,indirect evaluation method,valid,preferred,,"ISO 19157:2013, 4.17",1,ISO 19114,1,,2009-12-29,,2010-07-09,final,,accepted,2013/12/15,Publication of ISO 19157:2013,Authoritative reference changed from ISO 19114:2003 to ISO 19157:2013. Lineage source added as ISO 19114:2003.,,"비고: 외부 지식의 예로서, 생산 방법 또는 원시 데이터와 같은 데이터셋의 연혁을 들 수 있다.",,,,,,,,,,,,,,,1
240,관성 측위 시스템,,,"초기의 참조점으로부터의 점 또는 객체의 좌표를 구하기 위해 가속도계, 자이로스코프 및 컴퓨터를 컴포넌트로 통합 사용해 상대 위치를 구하는 측위 시스템",,inertial positioning system,valid,preferred,,ISO 19116:2004,1,KS X ISO 19116,,,2004-11-05,,,,,,,,,,,,,,,,,,,,,,,,,
241,정보,,,"사실이나 사건, 사물, 과정 및 아이디어, 개념 등과 같은 객체에 관하여 특정 상황에서 특정 의미를 갖는 지식",,information,valid,preferred,,ISO/IEC 2382-1:1993,1,"ISO 19118:2011 ,4.22",1,,2008-12-19,,2007-01-23,final,,accepted,2011/10/15,Publication of ISO 19118:2011,Lineage source changed from  ISO 19118:2005 to ISO 19118:2011.,,,,,,,,,,,,,,,,,1
242,정보 관점,,,정보와 정보 처리 과정의 의미론에 초점을 맞춘 개방형 분산 처리 시스템과 그 환경에 대한 관점,,information viewpoint,valid,preferred,,ISO/IEC 10746-3:1996,1,KS X ISO/IEC 10746-2,,,2006-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
243,상속 <UML>,,,보다 상세한 요소가 보다 일반적인 요소의 구조와 행태를 통합하는 메커니즘,,inheritance <UML>,valid,preferred,Being considered for supersession in revision of ISO/TS 19103:2005 (ISO/DIS 19103:2013),ISO/IEC 19501,2,"ISO/TS 19103:2005 ,4.2.14",1,,2009-12-29,,2009-08-31,pending,supersession,,,,,,비고: '일반화'를 참조하라.,,,,,,,,,,,,,,,1
244,인스턴스,,,클래스를 실현하는 객체,,instance,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
727,인스턴스 <UML>,,,"유일한 식별특성을 가지며, 연산의 집합이 적용될 수 있고, 연산의 효과를 저장할 수 있는 상태를 갖는 개체",,instance <UML>,valid,preferred,Being considered for supersession in revision of ISO/TS 19103:2005 (ISO/DIS 19103:2013),ISO/IEC 19501,2,"ISO/TS 19103:2005 ,4.2.15",1,,2009-12-29,,2009-08-31,pending,supersession,,,,,,비고: 객체를 참조하라.,,,,,,,,,,,,,,,1
246,인스턴스 모델,,,응용 스키마에 따른 데이터를 저장하기 위한 표현 모델,,instance model,valid,preferred,,"ISO 19118:2011, 4.23",1,ISO 19118:2005,1,,2008-12-30,,2007-01-23,final,,accepted,2011/10/15,Publication of ISO 19118:2011,Authoritative reference changed from ISO 19118:2005 to ISO 19118:2011. Lineage source added as ISO 19118:2005.,,,,,,,,,,,,,,,,,1
247,인스턴트,,,특정 시점의 위치를 나타내는 0차원의 기하 원시 객체,,instant,valid,preferred,,ISO 19108;2002,1,KS X ISO 19108,,,2007-11-01,,,,,,,,,,비고: 시간의 기하는 KS X ISO 19108의 5.2절에서 기술되어 있다. ,,,,,,,,,,,,,,,
248,인스턴스화,,,"구체적인 인스턴스를 생성하여 표현(추상화)하거나, 인스턴스를 생성할 수 있도록 하는 것",,instantiate,valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,,2006-12-01,,,,,,,,,,"비고: 만약 클래스 또는 데이터 요소가 객체나 요소를 생성할 수 있다면, 이에 대한 정의는 유형을 인스턴스화하는 것이며, 그 유형을 통해 정의된 개념(인스턴스 데이터, 연산)으로 표현될 수 있다. 만약 클래스가 객체의 구조와 함수를 정의한다면 클래스는 객체에 의해 인스턴스화된다. 만약 데이터 스키마가 요소의 구조를 정의한다면 데이터 스키마는 데이터 요소에 의해 인스턴스화된다.",,,,,,,,,,,,,,,
250,통합 측위 시스템,,,2개 이상의 측위 기술을 통합하는 측위 시스템,,integrated positioning system,valid,preferred,,ISO 19116:2004,1,KS X ISO 19116,,,2004-11-05,,,,,,,,,,"비고: 통합 시스템에서 측위 기술로 측정된 것은 위치, 이동, 또는 자세 등 이다. 중복된 측정이 존재하며, 이들이 결합되었을 때, 통합된 위치, 이동, 자세가 결정된다.",,,,,,,,,,,,,,,
668,통합,,,공통의 데이터 및 방법을 사용한 둘 이상의 시스템 연계('결합' 참고),,integration,valid,preferred,,ISO 19132:2007,1,KS X ISO 19132,,,2009-12-29,,,,,,,,,,비고: 통합과 결합은 시스템의 상호 운용을 위한 2가지 주요 메커니즘이다.,,,,,,,,,,,,,,,
251,인터페이스,,,개체의 행태에 대한 특성을 기술하는 명명된 연산 집합,,interface,valid,preferred,,ISO 19119:2005,1,KS X ISO 19119,,,2009-12-29,,,,,,,,,,비고: 인터페이스에 관한 논의는 KS X ISO 19119의 7.2를 참조하라. ,,,,,,,,,,,,,,,
252,인터페이스 <UML>,,,요소의 행태에 대한 특성을 기술하는 명명된 연산 집합,,interface <UML>,valid,preferred,Being considered for supersession in revision of ISO/TS 19103:2005 (ISO/DIS 19103:2013),ISO/IEC 19501,2,"ISO/TS 19103:2005 ,4.2.16",1,,2009-12-29,,2009-08-31,pending,supersession,,,,,,,,,,,,,,,,,,,,,1
254,내부,,,"기하 객체 내에 존재하며, 그 객체의 경계를 제외한 나머지 전체 직접 위치의 집합",,interior,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,비고: 위상 객체의 내부는 그의 기하 실현의 어느 내부와도 준동형 영상이다. 이는 위상 이론을 따르는 것으로 정의에는 포함되지 않는다.,,,,,,,,,,,,,,,
255,상호 운용성,,,"사용자가 기능적 구성 단위들의 고유 특성을 알지 못해도, 다양한 구성 단위 간의 데이터 전송, 프로그램 실행, 의사소통을 가능하게 하는 성능",,interoperability,valid,preferred,,ISO/IEC 2382-1:1993,1,KS X ISO 19104,,,2008-12-19,,,,,,,,,,,,,,,,,,,,,,,,,
669,상호운용,,,"사용자가 기능적 구성 단위들의 고유 특성을 알지 못해도, 다양한 구성 단위 간의 데이터 전송, 프로그램을 실행, 의사소통",,interoperate,valid,preferred,,ISO 19132:2007,1,KS X ISO 19132,,,2009-12-29,,,,,,,,,,비고: '상호 운용성' 참고,,,,,,,,,,,,,,,
